nom,pays,favorite,date,titre,bons_points,mauvais_points,note,type_etablissement,lieu,note_etablissement
Bernard,France,0,2019-12-01,Très bien,"L’hôtel est très bien situé, en bas de la rue principale et à quelques mètres de l’arrêt du tramway.
Personnel agréable. Le petit déjeuner pourrait être plus copieux.",Le petit déjeuner pourrait être plus copieux. Le jambon roulé n'est vraiment pas appétissant .,"8,0",Hôtel,Brest," 8,0 "
Fanny,France,0,2019-11-23,Très bien,Accueil très agréable,None,"8,0",Hôtel,Brest," 8,0 "
Danielle,France,0,2019-11-22,Bon rapport qualité/prix,"Emplacement très bien, hôtel propre et très bien tenu. Petits déjeuner parfait. Seul bémol pour nous, la chambre au dernier étage sans ascenseur et les escaliers pas facile à monter avec les valises !",L'accès au dernier étage sans ascenseur avec un escalier pas facile à monter avec des valises. Chambre un peu petite,"7,0",Hôtel,Brest," 8,0 "
Guylène,La Réunion,0,2019-11-21,Très bon séjour,Très bon petit déjeuner copieux,Rien,"8,0",Hôtel,Brest," 8,0 "
Melissa,France,0,2019-11-18,Très bien 👍,"L'emplacement de cet hôtel est idéal pour visiter Brest ! En plein centre ville, on peut accéder aux différents sites touristiques à pied même pas besoin de prendre le tram. 
Le personnel est vraiment très sympa et présent tout le temps.
J'ai trouvé la literie agréable. Nous avions une belle vue. Le petit déjeuner est pas mal non plus. 
Très bon rapport qualité prix dans l'ensemble.","L'insonorisation est mauvaise on entend très bien les gens marcher, ouvrir les portes...
De plus nous avions notre chambre à côté de l'ascenseur alors toute la nuit on l'entend monter, descendre, s'ouvrir... Difficile pour trouver le sommeil.
Manque un peu de rangement dans la salle de bain. Et surtout d'un balai raclette, car vu l'aménagement de la douche on ne peut que mettre de l'eau partout ! Ça c'est pour chipoter car si non la sdb est agréable.","8,8",Hôtel,Brest," 8,0 "
Jean-marc,France,0,2019-11-17,Hotel trés confortable,"Gentillesse des personnels à l'accueil
Le confort de la literie
La chambre refaite à neuf et très fonctionnelle",L'espace douche peut être un peu trop exigu,"9,0",Hôtel,Brest," 8,0 "
Daniel,France,0,2019-11-15,Bien ,Le réceptionniste de l’après-midi. Un monsieur très accueillant et professionnel.,Pas de parking privé.,"7,0",Hôtel,Brest," 8,0 "
Thanchanok,Thaïlande,0,2019-11-13,Confortable,Oui,Tout très bien,"7,0",Hôtel,Brest," 8,0 "
Marie,France,0,2019-11-12,Superbe,Accueil super chambre agréable. Petit déjeuner très bien.,Difficile accès manque parking,"8,8",Hôtel,Brest," 8,0 "
Francky,France,0,2019-11-11,Très bien,"L’accueil, le tarif, la situation, le confort",None,"8,0",Hôtel,Brest," 8,0 "
Antoine,France,0,2019-11-10,Correct,L’emplacement et le personnel.,"Une seule prise électrique dans la chambre. La chambre n’était pas assez insonorisée. Enfin, les WC n’étaient pas d’une propreté irréprochable, c’est bien dommage. Néanmoins, le lit était confortable.","7,1",Hôtel,Brest," 8,0 "
Odette,France,0,2019-11-08,Séjour un peu perturbé par les quelques incidents.,"Bien: La vue sur le fleuve la Penfeld de la fenétre, pas de vis à vis.
Chambre propre et lit confortable. Pas de moquette ce qui est appréciable.
Le café est bon mais petit déjeuner un peu simple.","Désagréments : 
À l'arrivée, pas de communication sur la chambre qui n'est pas prête, l'hotelier nous laisse monter et déposer nos bagages dans une chambre sans surveillance.
Confusion sur l'attribution du numéro de chambre par les hoteliers qui nous ont appelé sur portable le premier jour.
Problème de plomberie: Le robinet tombe au moment de la douche le lendemain, changement de chambre.","6,7",Hôtel,Brest," 8,0 "
Gilbert,France,0,2019-11-07,Fabuleux ,"Très bien situé, à proximité tous commerces, du port, tram, téléphérique.
Vue de la chambre",None,"9,2",Hôtel,Brest," 8,0 "
Xavier,France,0,2019-11-04,Bien ,None,"Literie à changer.
Signalétique à rendre plus visible lorsqu'on arrive en voiture.","7,5",Hôtel,Brest," 8,0 "
Daniel,France,0,2019-11-04,Fabuleux ,"Petit déjeuner copieux pour 7,50 € .personnel souriants.",Le matelas un peu mou .,"9,2",Hôtel,Brest," 8,0 "
Michel,France,0,2019-10-30,"Parfait, conforme aux attentes.",Idéalement placé.,None,"7,5",Hôtel,Brest," 8,0 "
Jean,France,0,2019-10-30,Excellent rapport qualité prix en plein centre.,"Cet établissement est idéalement placé au début de la rue de Siam et à l'entrée du pont de Recouvrance. Certaines chambres ont une très belle vue sur une partie du port militaire. Le rapport qualité prix est excellent. Pour ceux qui viennent en voiture, n'hésitez pas : il y a toujours des emplacements publics disponibles dans la rue au bord de la rivière juste derrière l'hôtel et le prix maximum pour stationner est de 4,50 €. Je reviendrai ici pour mon prochain séjour à Brest.","Les chambres ne sont pas luxueuses mais c'est plus que conforme au tarif, donc finalement ce n'est pas un inconvénient.","8,8",Hôtel,Brest," 8,0 "
Jerome,France,0,2019-10-29,Bien ,Bien situé avec bars et restaurants autour.,Manque de charme.,"7,5",Hôtel,Brest," 8,0 "
Eléonore,France,0,2019-10-28,Fabuleux ,None,La Tv était en anglais et je ne suis pas parvenue à changer la langue.,"9,2",Hôtel,Brest," 8,0 "
Sylcain,France,0,2019-10-28,"Idéal pour une étape à Brest, bien placé, personnel agréable. Bon rapport qualité/prix","Ideal pour une étape à Brest, bien placé, personnel agréable",None,"7,9",Hôtel,Brest," 8,0 "
Anita,France,0,2019-10-26,Bien ,Emplacement,Le petit petit-déjeuner et difficulté pour garer voiture,"7,5",Hôtel,Brest," 8,0 "
Éric,France,0,2019-10-24,Agréable,Très bon accueil,None,"9,2",Hôtel,Brest," 8,0 "
Lucien,France,0,2019-10-18,Bien mais......!,Qualité prix,Accès au 4ème niveau sans ascenseur pour personnes à mobilité réduite dont nous faisions partis c'est galère !,"6,7",Hôtel,Brest," 8,0 "
Antoinette,France,0,2019-10-17,Bref,l'emplacement,Le manque d'insonorisation dans les chambres. j'entendais clairement tout ce qui se passait dans les couloirs et la chambre d'à côté.,"8,3",Hôtel,Brest," 8,0 "
Aurélien,France,0,2019-10-15,Fabuleux ,Personnel très aimable. L'offre pour le petit déjeuner est un peu limitée et manque de variété…,"Le petit déjeuner, qui manque de variété.","9,2",Hôtel,Brest," 8,0 "
Philippe,France,0,2019-10-13,"Séjour confortable, pratique",Parfait. Mais éventuellement préférer une chambre qui ne donne pas sur la rue de Siam; mais rien de rédhibitoire!,"Pas grand chose, sauf le bruit en soirée ( mais samedi soir, plein de bars et de restaurants au bas de la rue de Siam)","8,8",Hôtel,Brest," 8,0 "
Annick,France,0,2019-09-29,Hotel calme dans le centre de brest,Le calme de l'hotel,Ras,"7,9",Hôtel,Brest," 8,0 "
Nicole,France,0,2019-09-26,Très bien situé pour visiter Brest.,"Situé près de l'accueil en self service,choix limité.Rapport qualité prix du petit déjeuner très moyen.
Le lit d'appoint gentiment ajouté et gratuit.Attention il manque une latte!",None,"7,5",Hôtel,Brest," 8,0 "
Isabelle,France,0,2019-09-25,Bien ,Emplacement idéal pour visiter le centre de Brest. Personnel très accueillant.,Hotel situé sur une place très vivante. Risque d etre bruyant.,"7,5",Hôtel,Brest," 8,0 "
Jean-louis,France,0,2019-09-23,Parfait pour un court séjour,"Emplacement idéal en centre-ville, à deux pas du tram.
Bon petit-déjeuner.
Personnel charmant et serviable.
Excellent rapport qualité/prix.","Mauvaise connexion wifi dans ma chambre, il est vrai en bout de couloir et d'escalier (233)
Espace de travail un peu étroit","8,8",Hôtel,Brest," 8,0 "
Alain,France,0,2019-09-19,Très bien,"personnel sympathique rendant service
petit déjeuner satisfaisant",le drap du lit avait des tâches,"8,0",Hôtel,Brest," 8,0 "
Jerome,France,0,2019-09-17,tres bon sejour,petit dejeuner a volonté mais rien d exceptionel....acceuil tres sympa.,None,"7,9",Hôtel,Brest," 8,0 "
Yannick,France,0,2019-09-13,Excellent accueil,L’accueil et les petites attentions du réceptionniste. Bravo et merci.,None,"8,8",Hôtel,Brest," 8,0 "
Joël,France,0,2019-09-10,Agréable séjour malgré la chute dans la douche avant de partir. vant le,"Petit déjeuner copieux, à volonté, pain frais.",Literie un peu ferme mais correcte. Douche glissante (chute en la prenant).,"7,5",Hôtel,Brest," 8,0 "
Franz,France,0,2019-09-08,"Parfait, correspondant à notre attente !","L'emplacement, (à 2 pas du téléphérique) la vue sur la rade, chambre propre et surtout le personnel, accueillant, aimable et disponible, ce qui n'est pas toujours le cas même dans un hôtel de catégorie supérieure. Parking très proche côté rade (2 minutes et encore) bld des Français Libres, mais payant.",None,"8,3",Hôtel,Brest," 8,0 "
Brigittea,France,0,2019-09-07,Fabuleux ,Le seul bémol concerne l'insuffisance de prises électriques dans la chambre et la taille de cette dernière : pour dormir seulement c'est OK mais pour un séjour plus long le lit prend toute la place - Dommage qu'il n'y ait pas de prix réduit pour les personne seules... - Sinon personnel très aimable - Très bon rapport qualité prix,None,"9,2",Hôtel,Brest," 8,0 "
Philippe,France,0,2019-09-06,très bien pour nous,copieux (un peu cher) et tranquille,l 'accès à la chambre ascenseur puis escaliers,"8,3",Hôtel,Brest," 8,0 "
Marie,France,0,2019-09-04,Fabuleux ,"La qualité du relationnel (amabilité, disponibiité...) de l'équipe",None,"9,2",Hôtel,Brest," 8,0 "
Stephane,France,0,2019-09-01,Bien ,"L accueil de l hôtel
À proximité restaurant, bar","La TV de la chambre trop petite
Pas de chaîne comme RMC sport ou canal +
Les chaînes Brouillées de temps en temps
SDB au niveau du lavabo décalage de sol risque d accident.","7,5",Hôtel,Brest," 8,0 "
Pascal,France,0,2019-08-29,Superbe,None,Manque de produits douche,"8,8",Hôtel,Brest," 8,0 "
Claude,France,0,2019-08-26,Bien ,Hôtel rénové avec des chambres petites mais confortables et propres.,L'hôtel est occupé par un grand nombre de migrants imposés par la Préfecture. De ce fait la salle de petit déjeuner est pillée le matin et l'ambiance est assez médiocre,"7,9",Hôtel,Brest," 8,0 "
Didier,France,0,2019-08-26,Bien ,tres bien,None,"7,9",Hôtel,Brest," 8,0 "
Steph&dav,France,0,2019-08-24,Au coeur de Brest,Un emplacement idéal au pied du château et du téléphérique pour l'espas des Capucins. L'extrême proximité de restaurants et bars dont l'excellente crêperie enez du!,None,"8,8",Hôtel,Brest," 8,0 "
Aurore,France,0,2019-08-22,Un agréable séjour brestois.,La proximité directe de restaurants et lieux de restauration divers ainsi que les diverses attractions touristiques locales. L'attention apportée au petit-déjeuner par le personnel. La vue du balcon.,L'absence de prise à côté des tables de chevet pour permettre de charger le téléphone la nuit. La configuration de la douche qui répand des projections d'eau même en prenant des précautions. L'absence de petit fascicule précisant l'accès au Wifi dans la chambre et éventuellement les horaires du petit-déjeuner.,"8,3",Hôtel,Brest," 8,0 "
Isabelle,France,0,2019-08-22,Superbe,"Très bon rapport qualité /prix. Chambre confortable.
Hôtel très bien situé et excellent accueil",None,"8,8",Hôtel,Brest," 8,0 "
Lagarde,France,0,2019-08-21,Fabuleux ,"2em séjour à hôtel de la Rade, choisi pour sa situation centrale , bon rapport qualité/ prix de la chambre fonctionnelle au 4em étage avec vue sur la Rade et le prix du bon petit déjeuner Personnel de l'accueil aimable et à l'écoute.","Un peu déçue cette fois ci , car chambre plus petite et sans balconnet, bien au 4eme avec vue coté RADE,mais d’accès difficile à 70 ans avec valise....! Pas ascenseur direct 4eme comme première fois! car de ce coté du bâtiment l'ascenseur s’arrête au 2em étage et ensuite couloir, marches sans rampe,puis ascension escaliers raides et mal éclairés (minuterie insuffisante ). Je le serais maintenant en réservant la prochaine fois! Là ce n'était que pour une nuit ....","9,2",Hôtel,Brest," 8,0 "
Isabelle,France,0,2019-08-20,Bon séjour,"Son emplacement, la gentillesse du personnel et leur disponibilité à toute heure,",Dommage qu'il n'y ait pas de quoi accrocher le pommeau de douche,"8,3",Hôtel,Brest," 8,0 "
Marion,France,0,2019-08-20,Hôtel très bien situé et chambre tout à fait correct,"L'hôtel est très bien situé, proche de la gare, du port et du château, dans l'une des rues principales de la ville. Les chambres sont correctes, plutôt propres et confortables.","L'un des serviettes de toilettes était tachée, et la porte de la salle de bain ne fermait pas (le bois avait gonflé et empêchait de fermer la porte), ce qui peut être gênant si on veut un peu d'intimité...","7,1",Hôtel,Brest," 8,0 "
Sylvie,France,0,2019-08-20,Excellent qualité prix pour un hôtel très bien situé,"L'accueil sympathique et professionnel
Très bien insonorisé malgré le grand nombre de chambres","La propreté des parties communes 
La musique le soir dans les bars en dessous de la chambres
Vêtement oublié dans la chambre non retrouvé","8,8",Hôtel,Brest," 8,0 "
Alain,France,0,2019-08-19,Agréable,"L'ascenseur n'est utilisable que sur 2 étages. 
Pour accéder au 4 ème les escaliers ! et ça il faut le spécifier.",None,"6,7",Hôtel,Brest," 8,0 "
Granger,France,0,2019-08-19,Très-bien,"Très belle surprise car c'est un hôtel indépendant de bonne qualité, avec ascenseur et qui accepte les petits chiens.
Hôtel très propre et accueil très professionnel. Très bon rapport qualité prix. Merci!",Petit galère pour le stationnement du véhicule.,"8,3",Hôtel,Brest," 8,0 "
Elcorti,France,0,2019-08-18,Bien ,"Hôtel bien situé en centre ville. A proximité des transports (bus et tram, du téléphérique)
Proximité du château et du musée de la marine, de la base navale que l'on peut rejoindre en bus (ligne 1), se rendre aux capucins en téléphérique.
Restaurant au pied de l'hôtel.
Si on reste sur Brest, autant venir en TGV et laisser sa voiture chez soi, car la ville est très bien desservie en transports.
Personnel très serviable.","2ème étage en ascenseur puis encore 2 étages par les escaliers, pensez à installer un détecteur pour éviter le trou noir quand on monte ou descend. Chambre côté place un peu bruyante (tram, café en face côté Ibis). Pas beaucoup de choix au petit déjeuner. Connexion internet très mauvaise.","7,9",Hôtel,Brest," 8,0 "
Jean,France,0,2019-08-14,Court séjour agréable.,"Facilité d'accès et de sortie de la ville, Proximité du port, du musée de la marine.",None,"8,8",Hôtel,Brest," 8,0 "
Ji,France,0,2019-08-13,Bien ,None,"2 étages à pieds après 2 en ascenseur
Chambre petite
Propreté correct mais pas optimale","7,5",Hôtel,Brest," 8,0 "
Philippe,France,0,2019-08-13,Fabuleux ,"Un excellent rapport qualité-prix pour cet hôtel situé à deux pas du port de Brest. Accueil très aimable, de bons conseils pour les restos en plus. Petite chambre très calme, petit déjeuner copieux.","Peut-être les lampes de chevet peu performantes, rien de grave donc...","9,2",Hôtel,Brest," 8,0 "
Jacky,France,0,2019-08-09,Bien ,Rapport qualité prix,Bruyant. Manque d'isolation entre les chambres. Parking payant sauf la nuit.,"7,5",Hôtel,Brest," 8,0 "
Claude,France,0,2019-08-01,problèmes pour se garer,correct,None,"7,5",Hôtel,Brest," 8,0 "
Christel,Belgique,0,2019-07-31,Correct,"Petit hôtel confortable, mais sans luxe. La ville de Brest n'est pas très attractive, je trouve, d'un point de vue touristique. Notre vue n'était pas des plus jolies (le téléphérique défigure le paysage).",Le petit-déjeuner n'est pas inclus dans le prix.,"7,1",Hôtel,Brest," 8,0 "
Abdouc,Maroc,0,2019-07-25,Parfait,"L'Assistance et La gentillesse des gérants 
L'emplacement , Transport à proximité",Prise d'électricité male placé (une seulement) et chambre pas bien éclairée,"8,3",Hôtel,Brest," 8,0 "
Thomas,France,0,2019-07-23,Très bien,"Localisation, accueil.",Le balcon communiquant avec d’autres chambres.,"8,3",Hôtel,Brest," 8,0 "
Myriam,France,0,2019-07-23,Bon séjour.,"La situation de l'hôtel, prés de la rade de BREST, hôtel calme pas de difficultés de stationnement.
L'acceptation de notre chienne Gala.
Bon petit déjeuner. Personnel charmant & très accueillant.",None,"9,2",Hôtel,Brest," 8,0 "
Renaud,France,0,2019-07-22,"Un très bon séjour pour un prix idéal, malgré quelques petites imperfections","L'agencement de la salle de bain
Le personnel très (très) agréable
La vue de ma chambre
Chambre discrète sans bruits alentours
Lit fait tous les jours","La douchette de la salle de bain
Une seule prise murale dans la chambre, aucune près du lit
Matelas un peu enfoncé au milieu
Pas toutes les chaînes de la tnt
Chambre un poil trop petite","8,3",Hôtel,Brest," 8,0 "
Philomene,France,0,2019-07-19,très bon sejour..j ai adoré.tres beau temps .je reviendrai.,très bon et excellent. Par contre j ai été déçu par le wifi..je n avait pas eu de wifi de tout le séjour.,"la wifi, et le lit j ai eu mal au dos.","7,1",Hôtel,Brest," 8,0 "
Kelsey,États-Unis,0,2019-07-06,Superbe,"L’équipe était très sympa, avec plein des conseilles pour la ville.",None,"8,8",Hôtel,Brest," 8,0 "
Francois,France,0,2019-07-02,Superbe,très bon petit hôtel sans prétention et dont le personnel est très agréable,None,"8,8",Hôtel,Brest," 8,0 "
